ÖSYM Program Kodu,Üniversite Türü,Üniversite,Fakülte / Yüksekokul,Puan Türü,Burs Türü,Genel Kontenjan,Okul Birincisi Kontenjanı,Toplam Kontenjan,Genel Kontenjana Yerleşen,Okul Birincisi Kontenjanına Yerleşen,Toplam Yerleşen,Boş Kalan Kontenjan,İlk Yerleşme Oranı,Yerleşip Kayıt Yaptırmayan,Ek Yerleşen,,,,"0,12 Katsayı ile Yerleşen Son Kişinin Başarı Sırası","0,12 + 0,06 Katsayı ile Yerleşen Son Kişinin Başarı Sırası",2018'de Yerleşip 2019'de OBP'si Kırılarak Yerleşen Sayısı,Yerleşenlerin Ortalama OBP'si,Yerleşenlerin Ortalama Diploma Notu,Yil
200510401,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,63,---,63,63,---,63,---,"% 100,0",1,1,"286,65722","390,78360",155.762,---,---,"406,51746","81,3",2016
200510419,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"442,81809","452,97682",25.114,---,---,"430,98333","86,2",2016
2016
200511426,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%25 Burslu,18,---,18,18,---,18,---,"% 100,0",1,1,"393,94022","435,98740",52.869,---,---,"425,72778","85,1",2016
200611682,Vakıf,BAŞKENT ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,Ücretli,24,---,24,24,---,24,---,"% 100,0",2,1,"326,99493","367,69283",107.617,---,---,"411,05833","82,2",2016
200611691,Vakıf,BAŞKENT ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"428,35756","442,89262",32.515,---,---,"421,39000","84,3",2016
200611707,Vakıf,BAŞKENT ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,%50 Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"402,12062","421,25303",47.724,---,---,"432,14500","86,4",2016
200611716,Vakıf,BAŞKENT ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,%25 Burslu,11,---,11,11,---,11,---,"% 100,0",---,---,"364,49494","380,89461",74.371,---,---,"423,08182","84,6",2016
200710365,Vakıf,BEYKENT ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"414,30248","433,37824",40.414,---,---,"422,79000","84,6",2016
2016
2016
200711415,Vakıf,BEYKENT ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"423,70292","433,69579",35.080,---,---,"446,20000","89,2",2016
2016
2016
2016
2016
2016
201110359,Vakıf,ÇANKAYA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretli,16,---,16,16,---,16,---,"% 100,0",---,---,"317,06850","346,41332",118.246,---,---,"403,40000","80,7",2016
201110368,Vakıf,ÇANKAYA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,8,---,8,8,---,8,---,"% 100,0",---,---,"424,43897","433,94122",34.673,---,---,"441,56250","88,3",2016
201110377,Vakıf,ÇANKAYA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,41,---,41,41,---,41,---,"% 100,0",1,---,"365,27046","405,68077",73.729,---,---,"419,24146","83,8",2016
2016
201210419,Vakıf,DOĞUŞ ÜNİVERSİTESİ,Sanat ve Tasarım Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"413,44516","434,20695",40.881,---,---,"419,08333","83,8",2016
201210428,Vakıf,DOĞUŞ ÜNİVERSİTESİ,Sanat ve Tasarım Fakültesi,MF-4,%50 Burslu,43,---,43,43,---,43,---,"% 100,0",1,1,"307,01364","385,83723",129.652,---,---,"394,79186","79,0",2016
201410083,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,17,---,17,17,---,17,---,"% 100,0",---,---,"424,06830","441,51241",34.879,---,---,"412,26176","82,5",2016
201410092,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,22,---,22,22,---,22,---,"% 100,0",---,---,"383,12121","413,58873",60.271,---,---,"418,75000","83,8",2016
201410444,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%25 Burslu,34,---,34,34,---,34,---,"% 100,0",---,---,"327,90510","381,01605",106.706,---,---,"404,82500","81,0",2016
201910218,Vakıf,HALİÇ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"411,39384","424,70752",42.099,---,---,"428,31667","85,7",2016
2016
201910606,Vakıf,HALİÇ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,30,---,30,30,---,30,---,"% 100,0",1,---,"328,43207","389,80348",106.181,---,---,"405,65000","81,1",2016
201610151,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,Ücretli,35,---,35,35,---,35,---,"% 100,0",1,1,"260,28063","312,78185",197.758,---,2,"399,21571","79,8",2016
201610169,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"390,69907","460,60585",55.037,---,1,"430,73571","86,1",2016
201610178,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%50 Burslu,8,---,8,8,---,8,---,"% 100,0",---,---,"371,09226","394,78080",69.163,---,---,"431,61250","86,3",2016
201610187,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%25 Burslu,20,---,20,20,---,20,---,"% 100,0",---,---,"309,12918","360,44311",127.183,---,1,"411,49500","82,3",2016
202011601,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,16,---,16,3,---,3,13,"% 18,8",---,---,"263,75583","270,64164",191.486,---,---,"355,53333","71,1",2016
202011619,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"407,44618","421,29934",44.491,---,---,"438,92000","87,8",2016
202011964,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%75 Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"371,11695","387,47208",69.145,---,---,"410,75833","82,2",2016
202011628,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,18,---,18,18,---,18,---,"% 100,0",---,---,"291,18058","348,74694",149.442,---,---,"381,53333","76,3",2016
202011337,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,10,---,10,8,---,8,2,"% 80,0",1,---,"259,60897","388,67975",199.017,---,---,"389,46875","77,9",2016
202011346,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"422,42521","431,59448",35.815,---,---,"402,41000","80,5",2016
202011973,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%75 Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"385,27014","400,36251",58.759,---,---,"423,42500","84,7",2016
202011355,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,24,---,24,24,---,24,---,"% 100,0",---,---,"311,76764","383,70181",124.258,---,---,"393,51667","78,7",2016
202111063,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Ücretli,39,---,39,39,---,39,---,"% 100,0",---,---,"404,50251","453,82656",46.239,---,---,"441,69615","88,3",2016
202111072,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"507,53869","528,59852",3.157,---,---,"482,32500","96,5",2016
202111081,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,%50 Burslu,15,---,15,15,---,15,---,"% 100,0",---,---,"454,88613","476,81003",19.556,---,---,"447,45333","89,5",2016
202310451,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretli,30,---,30,11,---,11,19,"% 36,7",---,1,"262,28198","314,58198",194.135,---,1,"365,80455","73,2",2016
202310469,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,8,---,8,8,---,8,---,"% 100,0",---,---,"401,14868","413,51270",48.337,---,---,"411,80000","82,4",2016
2016
202310936,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,29,---,29,29,---,29,---,"% 100,0",2,---,"320,71816","365,39707",114.276,---,---,"398,05345","79,6",2016
202410168,Vakıf,İSTANBUL AYDIN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,10,---,10,10,---,10,---,"% 100,0",1,1,"415,42290","435,92616",39.803,---,---,"420,74000","84,1",2016
202410177,Vakıf,İSTANBUL AYDIN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"374,41894","389,93718",66.656,---,---,"417,42778","83,5",2016
2016
2016
202510801,Vakıf,İSTANBUL BİLGİ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretli,90,---,90,90,---,90,---,"% 100,0",3,1,"283,18528","447,25765",160.822,---,---,"410,03258","82,0",2016
202510819,Vakıf,İSTANBUL BİLGİ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"453,84143","465,36158",20.068,---,---,"444,19500","88,8",2016
2016
2016
207510179,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"391,78094","405,77095",54.266,---,---,"417,06667","83,4",2016
207510549,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,%75 Burslu,15,---,15,15,---,15,---,"% 100,0",---,---,"354,55638","387,71038",82.399,---,---,"413,85667","82,8",2016
207510188,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,%50 Burslu,39,---,39,39,---,39,---,"% 100,0",---,---,"273,77574","345,84744",174.909,---,2,"374,45769","74,9",2016
201710062,Vakıf,GEDİK ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"392,61530","409,75566",53.729,---,1,"427,00000","85,4",2016
2016
201710071,Vakıf,GEDİK ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%50 Burslu,34,---,34,34,---,34,---,"% 100,0",---,---,"302,10407","363,49751",135.521,---,2,"394,71618","78,9",2016
202710165,Vakıf,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"401,77684","417,81279",47.945,---,---,"417,46429","83,5",2016
2016
202710174,Vakıf,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"348,57975","376,59023",87.348,---,---,"404,24167","80,8",2016
202711181,Vakıf,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"396,02750","410,18643",51.513,---,---,"427,70000","85,5",2016
2016
202711199,Vakıf,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,54,---,54,54,---,54,---,"% 100,0",2,2,"274,45920","337,24378",173.832,---,---,"381,85093","76,4",2016
203010415,Vakıf,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretli,45,---,45,32,---,32,13,"% 71,1",---,1,"260,32021","321,12606",197.681,---,1,"382,85000","76,6",2016
203010424,Vakıf,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"430,53110","448,53297",31.366,---,1,"425,65000","85,1",2016
203010433,Vakıf,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,10,---,10,10,---,10,---,"% 100,0",1,---,"378,28360","412,05222",63.819,---,---,"417,97500","83,6",2016
203010927,Vakıf,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretli,20,---,20,19,---,19,1,"% 95,0",---,---,"262,61726","332,17592",193.530,---,---,"377,46842","75,5",2016
203010936,Vakıf,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"433,63314","440,37032",29.706,---,---,"397,67000","79,5",2016
203010945,Vakıf,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"385,13138","412,63822",58.851,---,---,"423,70000","84,7",2016
203110883,Vakıf,İSTANBUL MEDİPOL ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"421,20081","440,69636",36.509,---,---,"427,07143","85,4",2016
203110892,Vakıf,İSTANBUL MEDİPOL ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,%50 Burslu,56,---,56,56,---,56,---,"% 100,0",---,---,"349,60803","404,77735",86.503,---,2,"410,38304","82,1",2016
203110856,Vakıf,İSTANBUL MEDİPOL ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"427,01566","432,34262",33.258,---,---,"409,95714","82,0",2016
203110865,Vakıf,İSTANBUL MEDİPOL ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,%50 Burslu,56,---,56,56,---,56,---,"% 100,0",---,---,"332,75151","388,18749",101.939,---,---,"407,49464","81,5",2016
204712279,Vakıf,OKAN ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",2,2,"412,36579","430,40132",41.527,---,1,"422,02857","84,4",2016
204712288,Vakıf,OKAN ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,19,---,19,19,---,19,---,"% 100,0",1,---,"297,67564","374,37171",140.949,---,---,"406,02632","81,2",2016
204711703,Vakıf,OKAN ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"417,09664","424,48560",38.829,---,---,"421,27857","84,3",2016
204711678,Vakıf,OKAN ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,14,---,14,14,---,14,---,"% 100,0",2,---,"272,52990","341,79838",176.886,---,1,"392,85000","78,6",2016
2016
2016
2016
203210264,Vakıf,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"420,57499","430,95896",36.863,---,---,"414,59286","82,9",2016
203210273,Vakıf,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,%50 Burslu,28,---,28,28,---,28,---,"% 100,0",---,---,"353,07940","400,94075",83.604,---,---,"418,86607","83,8",2016
203210282,Vakıf,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,%25 Burslu,35,---,35,35,---,35,---,"% 100,0",1,---,"291,05375","344,28571",149.614,---,---,"412,36857","82,5",2016
2016
2016
2016
2016
2016
2016
203411118,Vakıf,İSTANBUL TİCARET ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,18,---,18,11,---,11,7,"% 61,1",---,---,"261,19338","296,70950",196.062,---,---,"402,95000","80,6",2016
203411127,Vakıf,İSTANBUL TİCARET ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"421,58790","439,88931",36.277,---,---,"424,88333","85,0",2016
203411136,Vakıf,İSTANBUL TİCARET ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,15,---,15,15,---,15,---,"% 100,0",---,---,"372,95736","414,24169",67.743,---,---,"394,16667","78,8",2016
203411145,Vakıf,İSTANBUL TİCARET ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%25 Burslu,21,---,21,21,---,21,---,"% 100,0",1,1,"277,47365","359,60492",169.213,---,---,"392,72857","78,5",2016
206210025,Vakıf,YENİ YÜZYIL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,4,---,4,4,---,4,---,"% 100,0",---,---,"411,14433","418,28197",42.241,---,---,"404,46250","80,9",2016
206210934,Vakıf,YENİ YÜZYIL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,4,---,4,4,---,4,---,"% 100,0",---,---,"352,66408","374,77292",83.957,---,---,"372,06250","74,4",2016
2016
2016
2016
2016
203510216,Vakıf,İZMİR EKONOMİ ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,Ücretli,54,---,54,54,---,54,---,"% 100,0",1,1,"286,42976","414,73968",156.090,---,---,"413,28333","82,7",2016
203510225,Vakıf,İZMİR EKONOMİ ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"437,90084","456,66049",27.523,---,---,"454,30833","90,9",2016
2016
2016
203711081,Vakıf,KADİR HAS ÜNİVERSİTESİ,Sanat ve Tasarım Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"438,40503","443,07409",27.281,---,---,"440,50000","88,1",2016
2016
203711099,Vakıf,KADİR HAS ÜNİVERSİTESİ,Sanat ve Tasarım Fakültesi,MF-4,%50 Burslu,26,---,26,26,---,26,---,"% 100,0",---,---,"364,27683","406,95721",74.549,---,---,"419,77692","84,0",2016
204010457,Vakıf,KTO KARATAY ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,Ücretli,25,---,25,25,---,25,---,"% 100,0",---,---,"353,10206","393,63915",83.585,---,1,"413,66600","82,7",2016
204010466,Vakıf,KTO KARATAY ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"413,47355","452,21787",40.863,---,---,"433,11000","86,6",2016
204010687,Vakıf,KTO KARATAY ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,%75 Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"399,39499","409,42007",49.389,---,---,"437,59000","87,5",2016
204010475,Vakıf,KTO KARATAY ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,%50 Burslu,15,---,15,15,---,15,---,"% 100,0",---,---,"370,64820","396,64256",69.481,---,1,"414,18000","82,8",2016
204111578,Vakıf,MALTEPE ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"409,67058","421,70710",43.120,---,---,"406,06667","81,2",2016
2016
204112416,Vakıf,MALTEPE ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,35,---,35,35,---,35,---,"% 100,0",---,---,"315,43149","389,42674",120.033,---,---,"400,38857","80,1",2016
204110517,Vakıf,MALTEPE ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"419,02266","435,33204",37.720,---,---,"442,53333","88,5",2016
2016
204110305,Vakıf,MALTEPE ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,24,---,24,24,---,24,---,"% 100,0",---,---,"314,23389","403,50750",121.410,---,2,"399,20625","79,8",2016
207210234,Vakıf,MEF ÜNİVERSİTESİ,"Sanat, Tasarım ve Mimarlık Fakültesi",MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"438,48800","443,21896",27.245,---,---,"444,14286","88,8",2016
207210252,Vakıf,MEF ÜNİVERSİTESİ,"Sanat, Tasarım ve Mimarlık Fakültesi",MF-4,%50 Burslu,30,---,30,30,---,30,---,"% 100,0",1,---,"360,13677","409,36623",77.828,---,---,"417,66333","83,5",2016
207210261,Vakıf,MEF ÜNİVERSİTESİ,"Sanat, Tasarım ve Mimarlık Fakültesi",MF-4,%25 Burslu,28,---,28,28,---,28,---,"% 100,0",---,---,"267,27137","352,49095",185.455,---,1,"391,90357","78,4",2016
204510125,Vakıf,NİŞANTAŞI ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"392,02111","414,49289",54.094,---,---,"428,81429","85,8",2016
204510779,Vakıf,NİŞANTAŞI ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%75 Burslu,21,---,21,21,---,21,---,"% 100,0",2,---,"333,93072","365,06446",100.835,---,---,"398,47143","79,7",2016
204510294,Vakıf,NİŞANTAŞI ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,42,---,42,18,---,18,24,"% 42,9",2,3,"261,60983","283,33222",195.363,---,---,"372,31389","74,5",2016
204511017,Vakıf,NİŞANTAŞI ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"388,95214","408,50411",56.252,---,1,"423,93571","84,8",2016
204511026,Vakıf,NİŞANTAŞI ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%75 Burslu,63,---,63,63,---,63,---,"% 100,0",2,---,"283,49133","366,45519",160.373,---,2,"385,56667","77,1",2016
2016
204610133,Vakıf,NUH NACİ YAZGAN ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,Ücretli,30,---,30,30,---,30,---,"% 100,0",---,---,"310,62123","382,73582",125.496,---,---,"406,87667","81,4",2016
204610142,Vakıf,NUH NACİ YAZGAN ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"404,36353","423,48157",46.330,---,---,"419,46000","83,9",2016
204610151,Vakıf,NUH NACİ YAZGAN ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,MF-4,%50 Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"384,87095","403,15756",59.016,---,---,"412,89500","82,6",2016
204810704,Vakıf,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,11,---,11,11,---,11,---,"% 100,0",1,---,"283,24892","296,82504",160.733,---,---,"392,92727","78,6",2016
204810616,Vakıf,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"441,89165","451,23172",25.595,---,---,"425,93571","85,2",2016
204810634,Vakıf,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,23,---,23,23,---,23,---,"% 100,0",---,---,"385,28964","426,27143",58.739,---,---,"428,25435","85,7",2016
204810643,Vakıf,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%25 Burslu,29,---,29,29,---,29,---,"% 100,0",1,---,"298,82111","366,23922",139.550,---,---,"406,48214","81,3",2016
204810855,Vakıf,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,11,---,11,11,---,11,---,"% 100,0",---,---,"299,78651","323,83599",138.355,---,---,"364,30909","72,9",2016
204810864,Vakıf,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,8,---,8,8,---,8,---,"% 100,0",---,---,"446,51368","459,56181",23.366,---,---,"453,28750","90,7",2016
204810873,Vakıf,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,15,---,15,15,---,15,---,"% 100,0",1,---,"406,29046","436,49250",45.199,---,---,"428,54333","85,7",2016
204810934,Vakıf,ÖZYEĞİN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%25 Burslu,41,---,41,41,---,41,---,"% 100,0",2,2,"330,06555","405,20502",104.551,---,1,"420,21098","84,0",2016
206710214,Vakıf,TED ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretli,23,---,23,23,---,23,---,"% 100,0",---,---,"332,01237","367,53033",102.626,---,1,"409,01087","81,8",2016
206710011,Vakıf,TED ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"444,90606","464,05092",24.168,---,---,"445,24000","89,0",2016
206710047,Vakıf,TED ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,22,---,22,22,---,22,---,"% 100,0",---,---,"406,58240","443,09369",45.009,---,---,"425,95682","85,2",2016
206710144,Vakıf,TED ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%25 Burslu,20,---,20,20,---,20,---,"% 100,0",1,---,"369,65498","402,86988",70.257,---,---,"429,55500","85,9",2016
