AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100490193,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Endüstri Ürünleri Tasarımı(Yüksekokul),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Endüstri Ürünleri Tasarımı(Yüksekokul)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410924,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Felsefe,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Felsefe
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410687,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Fen Bilgisi Öğretmenliği,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Fen Bilgisi Öğretmenliği
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410827,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları(Fakülte),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları(Fakülte)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100430567,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları(Fakülte)(İÖ),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları(Fakülte)(İÖ)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410218,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Gıda Mühendisliği,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Gıda Mühendisliği
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410536,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Harita Mühendisliği,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Harita Mühendisliği
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100430346,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Harita Mühendisliği(İÖ),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Harita Mühendisliği(İÖ)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410836,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Hukuk,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Hukuk
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410784,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İç Mimarlık ve Çevre Tasarımı,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İç Mimarlık ve Çevre Tasarımı
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100430531,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İç Mimarlık ve Çevre Tasarımı(İÖ),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İç Mimarlık ve Çevre Tasarımı(İÖ)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410166,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İktisat,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İktisat
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410678,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İlköğretim Matematik Öğretmenliği,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İlköğretim Matematik Öğretmenliği
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410624,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İnşaat Mühendisliği,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,İnşaat Mühendisliği
